fresh_candidate_id,omics_type,direct_detected_status,retention_status,retention_reason,trace_status,filter_rule_id
2_2_dimethyladipic_acid,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
metabolome::metabolite__hydroxy_stearic_acid-C18:1,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
methyglutarate,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
myristoleic_acid,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
n_acetyl_l_glutamine,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
n_acetylserotonin,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
n_acetyltryptophan,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
ornithine,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
oxalate,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
palmitoleic_acid,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
pentadecanoic_acid,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
phenylpyruvate,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
phthalic_acid,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
rhamnose,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
thdca,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
tryptophan,metabolome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Acidaminococcaceae_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Acidaminococcus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Acinetobacter,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Actinobacteria_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Actinomyces,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Akkermansia,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Alistipes,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Allisonella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Allobaculum,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Alloprevotella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Anaerococcus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Anaerostipes,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Bacteria_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Bacteroidales_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Bacteroides,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Bacteroidetes_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Barnesiella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Bifidobacterium,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Bilophila,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Blautia,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Burkholderiales_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Butyricicoccus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Butyricimonas,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Catenibacterium,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Clostridia_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Clostridiales_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Clostridium IV,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Clostridium XI,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Clostridium XVIII,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Clostridium XlVa,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Clostridium XlVb,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Clostridium sensu stricto,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Collinsella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Coprobacillus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Coprococcus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Coriobacteriaceae_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Cupriavidus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Desulfovibrio,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Dialister,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Dorea,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Enterobacteriaceae_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Enterococcus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Enterorhabdus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Erysipelotrichaceae_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Escherichia/Shigella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Faecalibacterium,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Firmicutes_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Flavonifractor,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Fusobacterium,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Gemella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Gordonibacter,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Holdemania,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Howardella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Lachnospiraceae_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Lactobacillus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Lactococcus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Lactonifactor,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Megamonas,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Megasphaera,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Methanobrevibacter,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Mogibacterium,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Odoribacter,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Oscillibacter,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Oxalobacteraceae_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Parabacteroides,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Paraprevotella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Parasutterella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Parvimonas,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Pasteurellaceae_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Pediococcus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Peptococcus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Peptoniphilus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Peptostreptococcaceae_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Peptostreptococcus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Phascolarctobacterium,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Porphyromonadaceae_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Prevotella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Proteobacteria_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Pseudoflavonifractor,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Roseburia,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Ruminococcaceae_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Ruminococcus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Ruminococcus2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Solobacterium,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Sporobacter,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Streptococcus,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Streptophyta_unclassified,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Subdoligranulum,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Sutterella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Turicibacter,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
Veillonella,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
alistipes_s_putredinis_asv05127,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
bacteroidaceae_g_bacteroides_asv04093,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
bacteroidaceae_g_bacteroides_asv04102,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
bacteroidales_f_rikenellaceae_asv03800,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
chloroplast_o_streptophyta_asv01111,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
clostridia_o_clostridiales_asv11000,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
clostridiaceae_g_clostridium_asv12376,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
clostridiales_f_lachnospiraceae_asv09751,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
clostridiales_f_ruminococcaceae_asv12993,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
clostridium_s_aldenense_asv09503,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
clostridium_s_paraputrificum_asv13476,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
clostridium_s_ramosum_asv12509,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
coriobacteriaceae_g_adlercreutzia_asv10589,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
desulfovibrionaceae_g_bilophila_asv05659,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
eggerthella_s_lenta_asv07669,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
enterobacteriales_f_enterobacteriaceae_asv05780,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
enterococcaceae_g_enterococcus_asv13969,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
fusobacteriaceae_g_fusobacterium_asv15520,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
fusobacteriaceae_g_fusobacterium_asv15589,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
lachnospiraceae_g_coprococcus_asv08621,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
lachnospiraceae_g_coprococcus_asv15003,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__11981,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__ABCA12,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__ADAM12,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__ADAMTS6,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__ALDH1A3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__ALPK3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__ANGPTL4,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__AOX1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__AQP3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__AVPR1A,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__C2CD4A,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__C3,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=partial_source_trace.,partial_trace,FILTER-001
microbe__CCDC170,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__CD45_TPM,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__CHI3L2,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__CLEC1A,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
microbe__COL15A1,microbiome,direct_detected_confirmed_by_microbiome_metabolome_candidate_boundary,retained,Retained in validated 499 direct-detected candidate atlas; trace_status=full_source_trace.,full_trace,FILTER-001
